縣市,鄉鎮市區,村里,所得平均數_萬元,所得中位數_萬元,目標年齡層佔比_百分比,附近核心商場/商圈,latitude,longitude
台中市,烏日區,第229里,128.9,101.3,33.1,台中市烏日區核心商圈,24.0853,120.7162
彰化縣,員林市,第229里,109.2,83.6,25.6,彰化縣員林市核心商圈,24.1445,120.4804
南投縣,國姓鄉,第229里,116.4,82.8,26.1,南投縣國姓鄉核心商圈,23.9338,120.6172
雲林縣,口湖鄉,第229里,102.3,73.2,23.5,雲林縣口湖鄉核心商圈,23.6975,120.4904
嘉義市,西區,第229里,87.5,62.4,24.1,嘉義市西區核心商圈,23.4088,120.4166
嘉義縣,太保市,第229里,105.8,81.3,23.1,嘉義縣太保市核心商圈,23.4613,120.3118
台南市,麻豆區,第229里,144.9,109.6,25.5,台南市麻豆區核心商圈,23.0016,120.2653
高雄市,茄萣區,第229里,110.9,82.5,25.3,高雄市茄萣區核心商圈,22.632,120.3485
屏東縣,泰武鄉,第229里,104.6,80.3,23.8,屏東縣泰武鄉核心商圈,22.6694,120.4885
宜蘭縣,三星鄉,第229里,93.5,72.5,22.2,宜蘭縣三星鄉核心商圈,24.754,121.7044
花蓮縣,富里鄉,第229里,89.6,67.5,23.6,花蓮縣富里鄉核心商圈,23.9912,121.6785
台東縣,台東市,第229里,100.4,71.2,26.3,台東縣台東市核心商圈,22.7984,121.1142
澎湖縣,西嶼鄉,第229里,88.2,62.3,27.6,澎湖縣西嶼鄉核心商圈,23.5281,119.5605
金門縣,金寧鄉,第229里,92.3,70.1,28.8,金門縣金寧鄉核心商圈,24.3844,118.4056
連江縣,北竿鄉,第229里,109.1,84.8,23.5,連江縣北竿鄉核心商圈,26.1259,119.8538
台北市,大同區,第230里,134.1,106.5,32.1,台北市大同區核心商圈,25.0333,121.6236
新北市,泰山區,第230里,165.9,130.6,32.2,新北市泰山區核心商圈,25.0053,121.5111
基隆市,信義區,第230里,89.1,62.9,25.8,基隆市信義區核心商圈,25.0707,121.7084
桃園市,楊梅區,第230里,194.5,153.6,31.6,桃園市楊梅區核心商圈,24.9545,121.3083
新竹市,北區,第230里,177.6,135.1,28.6,新竹市北區核心商圈,24.8072,121.0219
新竹縣,竹東鎮,第230里,183.0,147.9,31.5,新竹縣竹東鎮核心商圈,24.889,121.0805
苗栗縣,三灣鄉,第230里,102.7,78.0,22.7,苗栗縣三灣鄉核心商圈,24.582,120.7617
台中市,大雅區,第230里,155.9,117.6,29.1,台中市大雅區核心商圈,24.1351,120.7084
彰化縣,二水鄉,第230里,100.7,73.9,24.3,彰化縣二水鄉核心商圈,24.0396,120.5794
南投縣,魚池鄉,第230里,96.4,71.3,27.0,南投縣魚池鄉核心商圈,23.9075,120.6471
雲林縣,林內鄉,第230里,106.6,75.9,27.6,雲林縣林內鄉核心商圈,23.7361,120.3786
嘉義市,東區,第230里,107.1,79.1,26.6,嘉義市東區核心商圈,23.4208,120.508
嘉義縣,梅山鄉,第230里,118.9,84.4,27.5,嘉義縣梅山鄉核心商圈,23.3906,120.2809
台南市,東山區,第230里,105.3,75.0,28.1,台南市東山區核心商圈,22.9928,120.1398
高雄市,美濃區,第230里,159.0,111.8,31.8,高雄市美濃區核心商圈,22.6804,120.3634
屏東縣,鹽埔鄉,第230里,103.9,76.1,23.0,屏東縣鹽埔鄉核心商圈,22.6662,120.4705
宜蘭縣,三星鄉,第230里,105.9,80.8,26.6,宜蘭縣三星鄉核心商圈,24.7177,121.7705
花蓮縣,壽豐鄉,第230里,96.0,70.1,27.5,花蓮縣壽豐鄉核心商圈,23.904,121.5378
台東縣,長濱鄉,第230里,100.1,74.9,23.1,台東縣長濱鄉核心商圈,22.725,121.0749
澎湖縣,馬公市,第230里,119.6,91.5,28.1,澎湖縣馬公市核心商圈,23.5196,119.5233
金門縣,金湖鎮,第230里,119.0,85.6,23.7,金門縣金湖鎮核心商圈,24.391,118.315
連江縣,北竿鄉,第230里,88.0,65.8,28.0,連江縣北竿鄉核心商圈,26.0865,119.9606
台北市,中山區,第231里,142.2,111.6,31.5,台北市中山區核心商圈,25.0253,121.512
新北市,三重區,第231里,167.6,127.2,33.1,新北市三重區核心商圈,25.0523,121.3925
基隆市,中正區,第231里,104.7,75.6,23.9,基隆市中正區核心商圈,25.1569,121.7368
桃園市,龜山區,第231里,114.8,92.5,33.7,桃園市龜山區核心商圈,24.9271,121.2207
新竹市,北區,第231里,161.8,124.8,33.8,新竹市北區核心商圈,24.8592,120.9315
新竹縣,新豐鄉,第231里,170.3,133.4,28.9,新竹縣新豐鄉核心商圈,24.7533,120.9733
苗栗縣,三灣鄉,第231里,106.2,82.3,23.6,苗栗縣三灣鄉核心商圈,24.5753,120.8981
台中市,東勢區,第231里,196.7,161.1,27.5,台中市東勢區核心商圈,24.1464,120.5927
彰化縣,員林市,第231里,100.9,74.8,22.5,彰化縣員林市核心商圈,24.075,120.5163
南投縣,鹿谷鄉,第231里,118.6,83.1,26.1,南投縣鹿谷鄉核心商圈,23.9284,120.689
雲林縣,斗南鎮,第231里,119.3,85.3,27.5,雲林縣斗南鎮核心商圈,23.7705,120.3921
嘉義市,東區,第231里,103.0,73.1,27.1,嘉義市東區核心商圈,23.4056,120.4873
嘉義縣,水上鄉,第231里,84.1,61.3,22.0,嘉義縣水上鄉核心商圈,23.5017,120.2136
台南市,南化區,第231里,119.7,94.4,26.2,台南市南化區核心商圈,22.9427,120.124
高雄市,鳥松區,第231里,143.7,102.3,28.7,高雄市鳥松區核心商圈,22.7136,120.3258
屏東縣,枋寮鄉,第231里,99.8,74.3,28.3,屏東縣枋寮鄉核心商圈,22.6873,120.4638
宜蘭縣,蘇澳鎮,第231里,114.8,85.3,22.3,宜蘭縣蘇澳鎮核心商圈,24.7004,121.6972
花蓮縣,吉安鄉,第231里,95.6,68.7,27.2,花蓮縣吉安鄉核心商圈,23.9989,121.6808
台東縣,太麻里鄉,第231里,91.9,67.4,28.6,台東縣太麻里鄉核心商圈,22.8208,121.0777
澎湖縣,西嶼鄉,第231里,90.6,65.1,28.6,澎湖縣西嶼鄉核心商圈,23.5764,119.515
金門縣,烈嶼鄉,第231里,112.9,87.2,27.8,金門縣烈嶼鄉核心商圈,24.464,118.3586
連江縣,北竿鄉,第231里,101.6,75.8,28.0,連江縣北竿鄉核心商圈,26.1365,119.9124
台北市,北投區,第232里,280.5,215.8,29.0,台北市北投區核心商圈,24.9854,121.6165
新北市,石碇區,第232里,144.1,116.4,30.8,新北市石碇區核心商圈,25.0493,121.5348
基隆市,七堵區,第232里,117.4,88.5,23.8,基隆市七堵區核心商圈,25.1942,121.6674
桃園市,桃園區,第232里,141.5,104.2,34.0,桃園市桃園區核心商圈,25.0578,121.3654
新竹市,北區,第232里,277.7,211.7,34.7,新竹市北區核心商圈,24.7662,120.9463
新竹縣,湖口鄉,第232里,126.3,95.2,30.2,新竹縣湖口鄉核心商圈,24.8511,120.937
苗栗縣,大湖鄉,第232里,105.9,77.7,28.5,苗栗縣大湖鄉核心商圈,24.5101,120.8673
台中市,潭子區,第232里,160.2,123.8,29.8,台中市潭子區核心商圈,24.1174,120.6506
彰化縣,花壇鄉,第232里,91.4,65.8,25.4,彰化縣花壇鄉核心商圈,24.0561,120.5377
南投縣,國姓鄉,第232里,114.0,88.7,22.5,南投縣國姓鄉核心商圈,23.8801,120.715
雲林縣,四湖鄉,第232里,92.3,71.7,25.9,雲林縣四湖鄉核心商圈,23.6617,120.3723
嘉義市,西區,第232里,114.6,80.9,28.9,嘉義市西區核心商圈,23.4206,120.4303
嘉義縣,竹崎鄉,第232里,108.9,79.7,28.1,嘉義縣竹崎鄉核心商圈,23.4783,120.2722
台南市,安定區,第232里,166.6,120.9,30.9,台南市安定區核心商圈,23.0507,120.2155
高雄市,仁武區,第232里,163.3,120.3,28.0,高雄市仁武區核心商圈,22.6795,120.228
屏東縣,獅子鄉,第232里,119.8,84.2,27.8,屏東縣獅子鄉核心商圈,22.6167,120.5369
宜蘭縣,員山鄉,第232里,116.3,81.7,24.6,宜蘭縣員山鄉核心商圈,24.7541,121.7151
花蓮縣,玉里鎮,第232里,110.5,84.2,24.4,花蓮縣玉里鎮核心商圈,23.9769,121.6548
台東縣,達仁鄉,第232里,118.3,84.3,26.1,台東縣達仁鄉核心商圈,22.6932,121.1383
澎湖縣,七美鄉,第232里,115.3,89.2,22.1,澎湖縣七美鄉核心商圈,23.5608,119.6043
金門縣,金湖鎮,第232里,86.2,61.1,27.6,金門縣金湖鎮核心商圈,24.422,118.3856
連江縣,莒光鄉,第232里,105.6,75.3,27.0,連江縣莒光鄉核心商圈,26.1038,119.9421
台北市,中山區,第233里,164.0,127.7,28.8,台北市中山區核心商圈,24.9576,121.6383
新北市,三重區,第233里,134.2,105.4,30.5,新北市三重區核心商圈,24.9808,121.4946
基隆市,安樂區,第233里,93.3,66.7,28.9,基隆市安樂區核心商圈,25.1417,121.784
桃園市,大溪區,第233里,167.0,135.7,27.6,桃園市大溪區核心商圈,24.9905,121.3724
新竹市,北區,第233里,190.0,145.3,28.9,新竹市北區核心商圈,24.7591,121.0603
新竹縣,關西鎮,第233里,149.4,116.5,28.3,新竹縣關西鎮核心商圈,24.8694,120.9326
苗栗縣,苑裡鎮,第233里,109.3,82.7,23.2,苗栗縣苑裡鎮核心商圈,24.5937,120.7885
台中市,大里區,第233里,105.3,80.0,30.4,台中市大里區核心商圈,24.098,120.5985
彰化縣,田尾鄉,第233里,95.6,71.1,23.2,彰化縣田尾鄉核心商圈,24.0903,120.471
南投縣,魚池鄉,第233里,106.5,77.1,23.0,南投縣魚池鄉核心商圈,23.9793,120.7244
雲林縣,西螺鎮,第233里,110.1,82.8,23.7,雲林縣西螺鎮核心商圈,23.682,120.4655
嘉義市,東區,第233里,109.1,82.9,27.5,嘉義市東區核心商圈,23.3989,120.5187
嘉義縣,大林鎮,第233里,83.1,62.6,28.9,嘉義縣大林鎮核心商圈,23.4044,120.3179
台南市,安定區,第233里,135.2,95.3,30.1,台南市安定區核心商圈,23.0579,120.1316
高雄市,內門區,第233里,142.6,102.8,29.4,高雄市內門區核心商圈,22.6877,120.3178
屏東縣,竹田鄉,第233里,82.3,59.9,28.2,屏東縣竹田鄉核心商圈,22.6832,120.4186
宜蘭縣,羅東鎮,第233里,93.6,71.1,23.0,宜蘭縣羅東鎮核心商圈,24.7677,121.7435
花蓮縣,花蓮市,第233里,104.9,81.2,23.1,花蓮縣花蓮市核心商圈,23.9132,121.6812
台東縣,關山鎮,第233里,113.0,87.5,27.7,台東縣關山鎮核心商圈,22.7168,121.1363
澎湖縣,馬公市,第233里,116.7,87.4,28.4,澎湖縣馬公市核心商圈,23.5553,119.5385
金門縣,金城鎮,第233里,117.1,84.6,24.0,金門縣金城鎮核心商圈,24.5101,118.432
連江縣,北竿鄉,第233里,112.5,80.8,27.1,連江縣北竿鄉核心商圈,26.1711,119.8804
台北市,中山區,第234里,200.1,167.4,34.5,台北市中山區核心商圈,24.98,121.5192
新北市,坪林區,第234里,142.6,106.0,28.3,新北市坪林區核心商圈,24.9334,121.4063
基隆市,中正區,第234里,82.7,59.3,24.0,基隆市中正區核心商圈,25.0611,121.7792
桃園市,龍潭區,第234里,144.6,107.3,33.5,桃園市龍潭區核心商圈,25.0586,121.3149
新竹市,東區,第234里,143.5,118.2,30.4,新竹市東區核心商圈,24.7889,120.9507
新竹縣,新豐鄉,第234里,122.1,94.9,27.8,新竹縣新豐鄉核心商圈,24.8502,121.0876
苗栗縣,銅鑼鄉,第234里,92.7,72.1,26.1,苗栗縣銅鑼鄉核心商圈,24.5793,120.8436
台中市,中區,第234里,118.4,93.2,31.5,台中市中區核心商圈,24.1584,120.5767
彰化縣,伸港鄉,第234里,100.1,72.3,23.1,彰化縣伸港鄉核心商圈,24.0252,120.5447
南投縣,埔里鎮,第234里,88.8,63.7,22.2,南投縣埔里鎮核心商圈,23.8439,120.711
雲林縣,土庫鎮,第234里,94.5,71.8,28.9,雲林縣土庫鎮核心商圈,23.666,120.4946
嘉義市,西區,第234里,110.1,77.2,23.8,嘉義市西區核心商圈,23.4012,120.3742
嘉義縣,太保市,第234里,94.6,67.3,25.0,嘉義縣太保市核心商圈,23.4213,120.3006
台南市,仁德區,第234里,158.2,117.7,26.6,台南市仁德區核心商圈,22.9427,120.1234
高雄市,鳥松區,第234里,173.0,128.4,26.9,高雄市鳥松區核心商圈,22.684,120.264
屏東縣,潮州鎮,第234里,88.4,66.8,23.2,屏東縣潮州鎮核心商圈,22.5878,120.4463
宜蘭縣,宜蘭市,第234里,100.4,73.8,28.6,宜蘭縣宜蘭市核心商圈,24.7944,121.8231
花蓮縣,卓溪鄉,第234里,88.4,63.4,23.3,花蓮縣卓溪鄉核心商圈,23.989,121.6121
台東縣,金峰鄉,第234里,99.2,74.2,23.1,台東縣金峰鄉核心商圈,22.7646,121.2284
澎湖縣,望安鄉,第234里,106.2,79.8,26.2,澎湖縣望安鄉核心商圈,23.5831,119.5767
金門縣,金沙鎮,第234里,88.9,66.1,25.1,金門縣金沙鎮核心商圈,24.4394,118.3642
連江縣,北竿鄉,第234里,92.0,70.6,28.8,連江縣北竿鄉核心商圈,26.2164,119.9978
台北市,中山區,第235里,280.2,235.8,34.0,台北市中山區核心商圈,24.9818,121.605
新北市,蘆洲區,第235里,169.9,136.4,28.8,新北市蘆洲區核心商圈,24.9441,121.5277
基隆市,中正區,第235里,102.7,76.0,22.4,基隆市中正區核心商圈,25.0757,121.6829
桃園市,中壢區,第235里,187.3,140.1,32.1,桃園市中壢區核心商圈,25.0333,121.3657
新竹市,東區,第235里,141.7,115.6,34.7,新竹市東區核心商圈,24.7062,121.0579
新竹縣,峨眉鄉,第235里,138.0,103.2,32.3,新竹縣峨眉鄉核心商圈,24.8665,120.9363
苗栗縣,三灣鄉,第235里,109.2,77.8,24.2,苗栗縣三灣鄉核心商圈,24.5895,120.8837
台中市,北屯區,第235里,112.1,88.1,26.1,台中市北屯區核心商圈,24.1845,120.6504
彰化縣,芬園鄉,第235里,101.5,73.0,25.4,彰化縣芬園鄉核心商圈,24.1344,120.5746
南投縣,魚池鄉,第235里,115.3,89.0,28.2,南投縣魚池鄉核心商圈,23.9112,120.7433
雲林縣,斗六市,第235里,100.6,72.6,28.8,雲林縣斗六市核心商圈,23.7288,120.4341
嘉義市,東區,第235里,116.1,84.6,23.2,嘉義市東區核心商圈,23.47,120.4177
嘉義縣,中埔鄉,第235里,119.2,91.7,27.9,嘉義縣中埔鄉核心商圈,23.4378,120.3198
台南市,學甲區,第235里,102.0,78.2,27.0,台南市學甲區核心商圈,22.9366,120.2683
高雄市,杉林區,第235里,165.0,129.5,26.9,高雄市杉林區核心商圈,22.6044,120.3567
屏東縣,內埔鄉,第235里,87.6,61.9,23.2,屏東縣內埔鄉核心商圈,22.7076,120.5472
宜蘭縣,壯圍鄉,第235里,91.8,66.6,22.4,宜蘭縣壯圍鄉核心商圈,24.7788,121.7468
花蓮縣,卓溪鄉,第235里,94.6,72.2,23.2,花蓮縣卓溪鄉核心商圈,24.0136,121.5617
台東縣,海端鄉,第235里,103.8,75.4,28.3,台東縣海端鄉核心商圈,22.7423,121.1974
澎湖縣,西嶼鄉,第235里,88.4,66.7,23.7,澎湖縣西嶼鄉核心商圈,23.5716,119.5132
金門縣,金湖鎮,第235里,104.7,77.3,28.3,金門縣金湖鎮核心商圈,24.3876,118.3431
連江縣,北竿鄉,第235里,86.2,60.5,25.7,連江縣北竿鄉核心商圈,26.2196,119.9217
台北市,中山區,第236里,231.2,195.1,28.1,台北市中山區核心商圈,25.0233,121.584
新北市,平溪區,第236里,120.0,91.6,29.5,新北市平溪區核心商圈,24.9864,121.3943
基隆市,仁愛區,第236里,86.0,67.0,22.2,基隆市仁愛區核心商圈,25.0708,121.7366
桃園市,大溪區,第236里,114.5,83.3,33.9,桃園市大溪區核心商圈,24.9315,121.374
新竹市,東區,第236里,227.8,180.9,35.8,新竹市東區核心商圈,24.799,120.9508
新竹縣,竹東鎮,第236里,158.3,124.5,27.7,新竹縣竹東鎮核心商圈,24.7735,120.9777
苗栗縣,苑裡鎮,第236里,109.3,77.9,26.9,苗栗縣苑裡鎮核心商圈,24.6073,120.7747
台中市,霧峰區,第236里,119.8,88.9,28.7,台中市霧峰區核心商圈,24.2351,120.6102
彰化縣,田尾鄉,第236里,82.4,60.0,26.2,彰化縣田尾鄉核心商圈,24.0206,120.6007
南投縣,仁愛鄉,第236里,97.9,76.2,28.3,南投縣仁愛鄉核心商圈,23.971,120.7517
雲林縣,崙背鄉,第236里,112.1,83.5,27.7,雲林縣崙背鄉核心商圈,23.6886,120.3668
嘉義市,西區,第236里,97.0,71.1,26.7,嘉義市西區核心商圈,23.3986,120.467
嘉義縣,民雄鄉,第236里,100.7,73.1,25.1,嘉義縣民雄鄉核心商圈,23.5325,120.3565
台南市,北門區,第236里,112.4,79.8,30.8,台南市北門區核心商圈,22.9419,120.2424
高雄市,林園區,第236里,112.0,84.1,30.4,高雄市林園區核心商圈,22.7249,120.2681
屏東縣,萬丹鄉,第236里,96.0,71.1,27.2,屏東縣萬丹鄉核心商圈,22.6518,120.4954
宜蘭縣,壯圍鄉,第236里,98.9,77.0,28.0,宜蘭縣壯圍鄉核心商圈,24.8149,121.6918
花蓮縣,萬榮鄉,第236里,116.0,85.0,24.1,花蓮縣萬榮鄉核心商圈,23.9103,121.6467
台東縣,卑南鄉,第236里,86.6,65.5,27.4,台東縣卑南鄉核心商圈,22.6886,121.1592
澎湖縣,白沙鄉,第236里,103.5,78.9,22.6,澎湖縣白沙鄉核心商圈,23.6447,119.6059
金門縣,金寧鄉,第236里,88.0,65.6,22.8,金門縣金寧鄉核心商圈,24.4718,118.3622
連江縣,北竿鄉,第236里,97.3,75.3,24.2,連江縣北竿鄉核心商圈,26.1937,119.8756
台北市,大安區,第237里,218.3,167.2,33.8,台北市大安區核心商圈,24.9526,121.4831
新北市,淡水區,第237里,114.7,87.4,29.1,新北市淡水區核心商圈,24.994,121.4012
基隆市,暖暖區,第237里,92.3,70.9,28.8,基隆市暖暖區核心商圈,25.0415,121.6974
桃園市,楊梅區,第237里,144.9,114.8,30.7,桃園市楊梅區核心商圈,25.0086,121.3457
新竹市,東區,第237里,184.3,155.9,28.9,新竹市東區核心商圈,24.8383,120.9343
新竹縣,新埔鎮,第237里,110.8,89.9,27.9,新竹縣新埔鎮核心商圈,24.8838,121.0197
苗栗縣,泰安鄉,第237里,102.6,76.7,22.2,苗栗縣泰安鄉核心商圈,24.5659,120.8724
台中市,東勢區,第237里,195.0,142.7,27.9,台中市東勢區核心商圈,24.0871,120.5945
彰化縣,二水鄉,第237里,114.9,80.8,22.9,彰化縣二水鄉核心商圈,24.1066,120.5854
南投縣,鹿谷鄉,第237里,113.1,81.9,24.7,南投縣鹿谷鄉核心商圈,23.9748,120.6995
雲林縣,大埤鄉,第237里,100.8,71.8,26.7,雲林縣大埤鄉核心商圈,23.7328,120.3762
嘉義市,西區,第237里,106.5,79.3,25.4,嘉義市西區核心商圈,23.4923,120.421
嘉義縣,新港鄉,第237里,104.5,74.7,24.3,嘉義縣新港鄉核心商圈,23.4529,120.2411
台南市,安定區,第237里,150.9,112.1,31.7,台南市安定區核心商圈,22.9692,120.235
高雄市,大樹區,第237里,165.4,129.7,31.1,高雄市大樹區核心商圈,22.6044,120.3494
屏東縣,九如鄉,第237里,113.5,87.0,22.2,屏東縣九如鄉核心商圈,22.7242,120.5195
宜蘭縣,壯圍鄉,第237里,101.1,77.2,28.8,宜蘭縣壯圍鄉核心商圈,24.7581,121.8212
花蓮縣,卓溪鄉,第237里,103.8,73.7,25.7,花蓮縣卓溪鄉核心商圈,23.9855,121.6747
台東縣,成功鎮,第237里,110.8,86.0,25.7,台東縣成功鎮核心商圈,22.8131,121.2044
澎湖縣,西嶼鄉,第237里,86.6,66.4,24.8,澎湖縣西嶼鄉核心商圈,23.6266,119.4983
金門縣,金湖鎮,第237里,99.5,74.8,23.5,金門縣金湖鎮核心商圈,24.515,118.2967
連江縣,莒光鄉,第237里,87.3,64.7,26.0,連江縣莒光鄉核心商圈,26.148,119.9877
台北市,北投區,第238里,306.9,257.4,30.5,台北市北投區核心商圈,24.9843,121.6276
新北市,樹林區,第238里,145.6,108.6,27.0,新北市樹林區核心商圈,25.0343,121.4458
基隆市,七堵區,第238里,91.6,67.6,27.4,基隆市七堵區核心商圈,25.0992,121.7669
桃園市,復興區,第238里,181.8,145.4,33.1,桃園市復興區核心商圈,24.915,121.3642
新竹市,北區,第238里,175.8,142.8,31.4,新竹市北區核心商圈,24.8381,121.0876
新竹縣,竹北市,第238里,160.8,119.1,29.2,新竹縣竹北市核心商圈,24.7665,121.0777
苗栗縣,苗栗市,第238里,95.7,69.2,28.9,苗栗縣苗栗市核心商圈,24.5874,120.8305
台中市,東區,第238里,187.4,135.9,29.2,台中市東區核心商圈,24.1548,120.717
彰化縣,溪湖鎮,第238里,112.6,84.7,27.7,彰化縣溪湖鎮核心商圈,24.1408,120.4656
南投縣,埔里鎮,第238里,110.2,82.0,28.8,南投縣埔里鎮核心商圈,23.9046,120.7452
雲林縣,元長鄉,第238里,86.2,64.9,25.4,雲林縣元長鄉核心商圈,23.6939,120.4738
嘉義市,東區,第238里,117.1,90.7,26.9,嘉義市東區核心商圈,23.4296,120.3623
嘉義縣,六腳鄉,第238里,118.9,87.3,25.6,嘉義縣六腳鄉核心商圈,23.4112,120.3504
台南市,西港區,第238里,139.9,105.9,27.9,台南市西港區核心商圈,22.9242,120.1937
高雄市,湖內區,第238里,169.7,132.1,30.6,高雄市湖內區核心商圈,22.5707,120.2559
屏東縣,里港鄉,第238里,106.4,79.2,28.0,屏東縣里港鄉核心商圈,22.6205,120.5554
宜蘭縣,蘇澳鎮,第238里,102.7,76.0,22.4,宜蘭縣蘇澳鎮核心商圈,24.8116,121.7408
花蓮縣,豐濱鄉,第238里,107.1,77.5,27.6,花蓮縣豐濱鄉核心商圈,23.9456,121.6055
台東縣,延平鄉,第238里,114.3,83.3,24.9,台東縣延平鄉核心商圈,22.6886,121.2095
澎湖縣,湖西鄉,第238里,83.9,64.1,26.3,澎湖縣湖西鄉核心商圈,23.5557,119.5002
金門縣,烈嶼鄉,第238里,99.3,77.2,27.1,金門縣烈嶼鄉核心商圈,24.4381,118.4106
連江縣,東引鄉,第238里,117.6,82.7,25.6,連江縣東引鄉核心商圈,26.2014,119.8812
